Date	Rev	sentiment	
14-May-15	pandora lot fun create station play song artist want hear station change mood great	0.55	
27-Dec-14	wonderful sound kindle good pandora offer favorite music touch kindle go convenient listen favorite music	0.62	
7-Feb-14	music time wifi huge assortment musicanything im mood kindle pc laptop love get pretty much anything genre thank keep music life	0.3375	
6-Jan-14	good enough listen work minus ad commercial pretty convenient wish discover pandora seven year ago waste hundred dollar buy music ipod music store lose laptop crash lol	0.207142857	
9-Jun-13	load music pod tune love love love kindle fire refuse receive transfer wish strongly disagree buy tablet compatible pod wouldnt trouble transfer tune music apple kindle	0.346666667	
8-Jan-17	great app free	0.6	
31-Jan-17	love love love	0.5	
11-Jan-17	great great tool	0.8	
29-Sep-17	great music source	0.8	
24-Jul-17	always great jam	0.8	
6-Nov-17	pandora awesome	1	
31-Dec-16	good radio station	0.7	
3-Jan-17	great lstening	0.8	
29-Mar-17	always great music	0.8	
31-Jan-17	much buffer	0.2	
19-Jan-17	keep buffer	0	
23-Jan-17	great app free	0.6	
7-Apr-14	dont install many apps kindle currently yahoo mail adobe reader newegg u president instal instal pandora week ago first app instal couple month lark anything love pandora iphone computer listen minute pause go home screen forget day later open kindle nothing happen assume battery drain press power button second give little chime nothing else close oragami case hook charger let sit twenty minute try open nothing press power button little chime wait half minute lock screen appear indicator say charge charge whole time try unlock kindle nothing happen twenty second unlock icon slide leave second pin screen appear enter pin nothing second dot appear one second screen unlock press home screen button second home screen appear get apps section uninstalled pandora reboot kindle everything normal problem since uninstalled pandora maybe interaction pandora maybe run background get confuse leave home wifi network sure happen exactly something radically unexpected happen think mostrecent change cause especially since main use kindle read book	0.090217391	
31-Dec-13	great concept listen music get pick format dj waste time amuse dont like song reject without change channel completely charge free	0.275	
2-Dec-16	great listen music	0.8	
28-Aug-16	many adsamazon prime music ad	0.5	
20-Feb-15	everything hop would really enjoy thank thank different kind favorite music enjoy listen	0.38	
20-Aug-14	great music fit taste mood pretty good job suggest new music base selection pandora whats like minimal commercial free	0.198484848	
15-Jul-16	love line select song choice	0.5	
19-Sep-16	great place hear favorite music	0.65	
18-Jan-13	really like pandora pick kind music even comedy listen lot mostly comedy station	0.433333333	
13-Feb-16	station love listen u love music u get	0.5	
15-Mar-16	love new thumb alow use keep play music	0.318181818	
10-May-16	um doesnt love continuous music ability add variety	0.5	
23-Jul-16	pandora good thats get music	0.7	
27-May-16	enjoy pandora nice able many selection	0.5	
22-Jul-15	sone wayit start mix kind music wasnt choose first place happy	0.55	
27-Jul-16	wish could select song easier manner	0	
5-Jul-13	type music music style prefer usual bebop scream nonverbal helter skelter style s classical style piano violin opera pandora let choose offer suggestion style may also like thank	-0.125	
25-Nov-14	daythey get know kind music fantastic listen zeki tablet speaker boost sound like orchestra hall	0.466666667	
20-Dec-13	hear everynight sort music love classical nature music would recommend enjoy	0.3	
18-Dec-13	use better tailor music taste wife whenever kindle room recharge free service ad theyre le annoy radio great product cant beat price	0.566666667	
8-Jun-15	hear commercial time love pandora least commercial arent minute long like commercial radio	0.025	
9-Aug-16	easy set delight listen	0.433333333	
3-Feb-16	much better pay sirius thing lot great channel choose	0.65	
13-Dec-16	great app music	0.8	
25-Oct-16	good app ad get frequent compare year back	0.266666667	
9-Jul-16	always love app music love go	0.5	
8-Oct-16	work well enjoy much	0.3	
13-Dec-16	cut frequently	0.1	
13-Sep-15	im old schoolvery happy able locate app constantly listen country s tune	0.35	
13-Oct-16	listen music love	0.5	
26-Jul-16	pandora one reliable music provider	0	
3-Feb-14	love pandora radio listen temptation dell kenny vance planetones shirelles host famous group s s want change pace able listen sara brightman	0.5	
20-Apr-16	love pandora great music love make channel	0.6	
7-Aug-15	try listen music keep say switch different station get whatever	0	
13-Oct-17	great	0.8	
28-Jan-14	great pick kind music want listen mind short little ad free absolutley annoy commercial except occasional short oneand free long dont pay get ad	0.19625	
19-Jan-16	love keep pandora office day great go run	0.65	
8-Jul-16	really like pandora would recommend anyone	0.2	
6-Dec-15	entire family us pandora offer something everybody personally love comedy station	0.25	
20-Oct-16	gotta music great app	0.8	
20-Sep-16	love pandora music great	0.65	
18-Nov-14	many commercial use many price membership lose commercial high therefore dont recommend pandora	0.232	
19-Apr-16	station great motivational put headphone walk	0.8	
22-Jun-16	reason give pandora star rat put favorite tune pandora introduce song muscians similar favorite give open artist would probably never hear fantastic	0.28	
29-Apr-17	dont like stop play ask youre still listeningif didnt wanna listen would log offi dont even mind commercial interruptingbut mind music stop play stop press button otherwise love	0.25	
26-Oct-15	love able listen song similar nature type favorite tune easy use	0.386666667	
9-Feb-17	love love pandora	0.5	
27-Jan-17	love music	0.5	
22-Dec-16	perfect	1	
29-Dec-16	love station	0.5	
30-Dec-16	awesome love	0.75	
14-Feb-17	love love love	0.5	
9-Feb-17	perfect	1	
15-Dec-16	best station ever	1	
9-Feb-17	pandora great	0.8	
6-Jan-17	love	0.5	
10-Jun-14	greatly enjoy pandora dont mind commercial much since apps free ive tell people much love listen kindle smartphone much really awesome apps	0.416666667	
6-Aug-15	glad amazon team blackberry get pandora phone work great easy interface	0.577777778	
28-Sep-16	minus addpopups great music app	0.35	
23-Aug-16	sit sew listen day great	0.8	
22-Feb-16	love would choose medium music loyal fan year	0.416666667	
5-Jul-16	love music go customizable easy use	0.466666667	
20-Mar-13	isnt love pandora get make radio station go free version commercial short really like give suggestion artist similiar music learn group broaden music listen	0.22	
23-Feb-15	pandora great first start hear music pandora friend house im go school online live transitional house listen pandora work music year go movie ive watch ie dirty dance name one day listen music hear song use love havent hear year music make want dance move music	0.217272727	
2-Jan-14	pandora fabulous way listen whatever type music suit mood moment much variety star ask often enough still listen need answer music stop play get old	0.175	
29-Jan-16	love pandora option wish commercialfree without cost anything	0.5	
16-Sep-14	download radio music apps kindle work fine one doesnt work im u live mexico available countryit suck	0.317676768	
15-Jul-16	buy new mp player need music load pandora within minute listen great music easy use intuitive let like dislike song cater want hear	0.456565657	
16-Nov-16	love listen music	0.5	
29-Apr-16	great music many advertisement free pandora enjoy pandora	0.525	
7-Feb-14	love download app shortcut access pandora make life whole lot easier access account trouble download problem phone would recommend everyone	0.166666667	
23-Nov-15	radio phone thing dislike cannot listen music online	0	
29-Apr-16	like layout music player small crowd	-0.25	
18-Feb-14	app allow listen pandora station kindle hdx tablet long im within range home wireless router pandora account tablet would recommend download install app	-0.05	
30-Dec-13	terrific source terrific music switch bjoerling beatles without miss beat thank pandora whoever invent	0	
3-Nov-14	listen pandora everyday love complaint course advertisement u pay fee month suppose stop love	0.125	
1-Dec-12	successful get download onto kindle fire hd first although able get onto smart phone computer initially wasnt able find wouldnt load think would unable give good rat load perfectly delight	0.379365079	
11-Jun-16	pay great many commercial	0.433333333	
15-Nov-14	listen favorite artist music everyday quick nd easy lot fun love	0.311111111	
12-Mar-16	app awesome let u listen much music best	0.733333333	
19-Apr-16	love give play song	0.5	
30-Dec-13	enjoy pandora medium set personalize radio station high pressure sale pitch provide music love four star cause start sure rat go	0.39	
30-Nov-12	ive listen pandora several year fantastic use home work kindle fire hd take selection song play great usually listen oldie well classical country music im able hear song like	0.241666667	
24-Oct-16	like great music free live commercial even though seem day	0.334090909	
29-Jul-16	love pandora best app ever highly recommend	0.553333333	
30-Jan-17	great love	0.65	
29-Dec-16	love variety	0.5	
30-Dec-16	always winner	0	
20-Dec-16	best	1	
2-Aug-17	love app	0.5	
28-Jul-17	keep time	0	
31-Jan-17	value priceless	1	
8-Jan-17	pandora nice	0.6	
9-Jan-17	great music site	0.8	
8-Jan-17	love pandora	0.5	
8-Jan-17	cant get enough	0	
5-Jan-17	enjoy pandora	0.4	
10-Dec-16	love choice music	0.5	
18-Jul-17		0	
25-Jan-13	put im walk around houseentertaining guestwhenever want good background music suit taste love radio station whoever compile track good job know genre much better terrible bside mix use sirius	0.28	
