"date","review"
"November 4, 2015","I'm pleased with Amazon Prime Music on my desktop and Android devices, but I'm not pleased with the Amazon Cloud Player on my Samsung Smart TV. The Cloud Player has limited functionality and will not play Amazon Prime music (it will only play my music).  Unfortunately 90% of my use of Amazon Prime Music would be via my Samsung Smart TV. Therefore I'm back to Pandora and other apps on the TV."
"January 14, 2017","Great app, has plenty of music."
"September 22, 2017","Awful! Clunky and not intuitive. I expected way more from Amazon."
"March 14, 2017","The music should be free with the prime membership."
"September 26, 2015","I have this on my HTC one M8 and it crashes every few minutes. I've used it in the past with no issues but with this HTC one M8 it crashes and then wants me to send a report. Every time this happens it shuts does whatever other program i am using. GAAAA! HEEEEEEELLLLP!!!  YES I have tried updating (doesn't help) YES I have tried to install/re-install (its factory so there is no total uninstall)"
"July 4, 2014","I am a prime member and looking forward to listening to Prime music in addition to the music I bought. This app crashed and did some bad things to my Samsung Galaxy S4 tablet. This app does not work.i do not recommend this app."
"April 6, 2016","For prime members, this comes with a lot of music free of charge to stream to your phones and devices. I was surprised that there is a pretty good selection of current hit music that is included for free with prime. I primarily use it for the free music and free Hit Playlists. Also allows for caching music to phone/tablet memory or external memory card."
"January 17, 2016","Gotta love the music! Kinda sad that songs I consider my favorites, that really shouldn't be rare or hard to find, are amiss from this app... oh well, the pros must definitely outweigh the cons."
"December 8, 2014","The Good: prime members get a lot of free music, buying song is easy, the quality is also very good, like the addition of the lyrics.  The Bad: sometimes it crashes, I can't edit playlist without interrupting the music, and I saw that the app drains a lot of battery comparing with other music players. And is a little confusing at first when trying to organize your music.  I still gave a 4 star cause of the free music for prime members. Is it wasn't for that I'll give it a 3."
"October 4, 2014","Amazon Prime Music is a good services for digital downloads. The Lady Gaga Artpop album I bought was half the price of Google Play app. I also noticed that Google Play matched the price when I went back to compare their price. However, Amazon Prime gift cards in the stores start at $25. ""Whew"", "" Wow""! It's a high price to pay for one album if that's all you need. I don't have a credit card and am on a limited income. What happened to the days of the $10 iTunes card? Overall though it's quite good!"
"January 12, 2016","This app gives you access to all of the music that Amazon has. If you are an Amazon Prime member, you get accessed to free music that you can even download top you're devices. There are stations recommended for you & playlists you can create by adding music to your library. It's definitely my new go-to for music. It's like combining Pandora & an MP3 player. Best of birth worlds!"
